
> womens-cold-plunge@0.0.1 dev
> astro dev

16:13:42 [types] Generated 11ms
16:14:01 [404] /api/placeholder/800/400 0ms
16:14:01 [404] /api/placeholder/800/400 1ms
16:14:01 [200] /blog/menstrual-cycle-symptoms 3ms
16:14:01 [404] /api/placeholder/800/400 0ms
16:14:01 [404] /api/placeholder/800/400 0ms
16:14:01 [200] /blog/menstrual-cycle-symptoms 3ms
16:14:01 [404] /api/placeholder/800/400 0ms
16:14:01 [404] /api/placeholder/800/400 0ms
16:14:01 [200] /blog/menstrual-cycle-symptoms 3ms
16:14:02 [404] /api/placeholder/800/400 0ms
16:14:02 [404] /api/placeholder/800/400 0ms
16:14:02 [200] /blog/menstrual-cycle-symptoms 2ms
16:14:02 [404] /api/placeholder/800/400 0ms
16:14:02 [404] /api/placeholder/800/400 0ms
16:14:03 [200] /blog/menstrual-cycle-symptoms 2ms
16:14:03 [404] /api/placeholder/800/400 0ms
16:14:03 [404] /api/placeholder/800/400 0ms
16:14:03 [200] /blog/menstrual-cycle-symptoms 3ms
16:14:03 [404] /api/placeholder/800/400 0ms
16:14:03 [404] /api/placeholder/800/400 0ms
16:14:03 [200] /blog/menstrual-cycle-symptoms 2ms
16:14:03 [404] /api/placeholder/800/400 0ms
16:14:03 [404] /api/placeholder/800/400 0ms
16:14:03 [200] /blog/menstrual-cycle-symptoms 2ms
16:14:03 [404] /api/placeholder/800/400 0ms
16:14:03 [404] /api/placeholder/800/400 0ms
16:14:04 [200] /blog/menstrual-cycle-symptoms 3ms
16:14:04 [404] /api/placeholder/800/400 0ms
16:14:04 [404] /api/placeholder/800/400 0ms
16:14:04 [200] /blog/menstrual-cycle-symptoms 2ms
16:14:04 [404] /api/placeholder/800/400 0ms
16:14:04 [404] /api/placeholder/800/400 0ms
16:14:04 [200] /blog/menstrual-cycle-symptoms 2ms
16:14:04 [404] /api/placeholder/800/400 0ms
16:14:04 [404] /api/placeholder/800/400 0ms
16:14:05 [200] /blog/menstrual-cycle-symptoms 2ms
16:14:05 [404] /api/placeholder/800/400 0ms
16:14:05 [404] /api/placeholder/800/400 0ms
16:14:05 [200] /blog/menstrual-cycle-symptoms 2ms
16:14:05 [404] /api/placeholder/800/400 0ms
16:14:05 [404] /api/placeholder/800/400 0ms
16:14:07 [200] /blog 4ms
16:14:07 [404] /api/placeholder/800/400 0ms
16:14:08 [404] /api/placeholder/800/400 0ms
16:14:08 [404] /api/placeholder/800/400 0ms
16:14:08 [404] /api/placeholder/800/400 0ms
16:14:08 [404] /api/placeholder/800/400 0ms
16:14:08 [404] /api/placeholder/800/400 0ms
16:14:08 [404] /api/placeholder/800/400 0ms
16:14:13 [200] /blog/menstrual-cycle-symptoms 2ms
16:14:13 [404] /api/placeholder/800/400 0ms
16:14:13 [404] /api/placeholder/800/400 0ms
16:14:14 [404] /api/placeholder/800/400 0ms
16:14:14 [404] /api/placeholder/800/400 0ms
16:14:14 [404] /api/placeholder/800/400 0ms
16:14:14 [404] /api/placeholder/800/400 0ms
16:14:14 [404] /api/placeholder/800/400 0ms
16:14:14 [404] /api/placeholder/800/400 0ms
16:14:15 [200] /blog/how-to-start-safely 71ms
16:14:15 [404] /api/placeholder/800/400 0ms
16:14:15 [404] /api/placeholder/800/400 0ms
16:14:16 [404] /api/placeholder/800/400 0ms
16:14:16 [404] /api/placeholder/800/400 0ms
16:14:16 [404] /api/placeholder/800/400 0ms
16:14:16 [404] /api/placeholder/800/400 0ms
16:14:16 [404] /api/placeholder/800/400 0ms
16:14:16 [404] /api/placeholder/800/400 0ms
16:14:17 [200] /blog/post-workout-recovery 73ms
16:14:17 [404] /api/placeholder/800/400 0ms
16:14:17 [404] /api/placeholder/800/400 0ms
16:14:22 [404] /api/placeholder/800/400 0ms
16:14:22 [404] /api/placeholder/800/400 0ms
16:14:22 [404] /api/placeholder/800/400 0ms
16:14:22 [404] /api/placeholder/800/400 0ms
16:14:22 [404] /api/placeholder/800/400 0ms
16:14:22 [404] /api/placeholder/800/400 0ms
16:14:22 [200] /blog/menstrual-cycle-symptoms 2ms
16:14:22 [404] /api/placeholder/800/400 0ms
16:14:22 [404] /api/placeholder/800/400 0ms
16:14:23 [404] /api/placeholder/800/400 0ms
16:14:23 [404] /api/placeholder/800/400 0ms
16:14:23 [404] /api/placeholder/800/400 0ms
16:14:23 [404] /api/placeholder/800/400 0ms
16:14:23 [404] /api/placeholder/800/400 0ms
16:14:23 [404] /api/placeholder/800/400 0ms
16:14:25 [200] /blog/how-to-start-safely 5ms
16:14:25 [404] /api/placeholder/800/400 0ms
16:14:25 [404] /api/placeholder/800/400 0ms
16:14:32 [404] /api/placeholder/800/400 1ms
16:14:32 [404] /api/placeholder/800/400 0ms
16:14:32 [404] /api/placeholder/800/400 0ms
16:14:32 [404] /api/placeholder/800/400 0ms
16:14:32 [404] /api/placeholder/800/400 0ms
16:14:32 [404] /api/placeholder/800/400 0ms
16:14:35 [200] /blog/menstrual-cycle-symptoms 5ms
16:14:35 [404] /api/placeholder/800/400 1ms
16:14:35 [404] /api/placeholder/800/400 0ms
16:14:43 [404] /api/placeholder/800/400 0ms
16:14:43 [404] /api/placeholder/800/400 0ms
16:14:43 [404] /api/placeholder/800/400 0ms
16:14:43 [404] /api/placeholder/800/400 0ms
16:14:43 [404] /api/placeholder/800/400 0ms
16:14:43 [404] /api/placeholder/800/400 0ms
16:14:44 [200] /blog/how-to-start-safely 4ms
16:14:44 [404] /api/placeholder/800/400 1ms
16:14:44 [404] /api/placeholder/800/400 0ms
16:14:44 [404] /api/placeholder/800/400 0ms
16:14:44 [404] /api/placeholder/800/400 0ms
16:14:44 [404] /api/placeholder/800/400 0ms
16:14:44 [404] /api/placeholder/800/400 0ms
16:14:44 [404] /api/placeholder/800/400 0ms
16:14:44 [404] /api/placeholder/800/400 0ms
16:14:46 [200] /blog/menstrual-cycle-symptoms 3ms
16:14:46 [404] /api/placeholder/800/400 1ms
16:14:46 [404] /api/placeholder/800/400 0ms
16:14:47 [404] /api/placeholder/800/400 0ms
16:14:47 [404] /api/placeholder/800/400 0ms
16:14:47 [404] /api/placeholder/800/400 0ms
16:14:47 [404] /api/placeholder/800/400 0ms
16:14:47 [404] /api/placeholder/800/400 0ms
16:14:47 [404] /api/placeholder/800/400 0ms
16:14:47 [200] /blog/how-to-start-safely 3ms
16:14:47 [404] /api/placeholder/800/400 0ms
16:14:47 [404] /api/placeholder/800/400 0ms
16:14:47 [404] /api/placeholder/800/400 0ms
16:14:47 [404] /api/placeholder/800/400 0ms
16:14:47 [404] /api/placeholder/800/400 0ms
16:14:47 [404] /api/placeholder/800/400 0ms
16:14:48 [404] /api/placeholder/800/400 0ms
16:14:48 [404] /api/placeholder/800/400 0ms
16:14:48 [200] /blog/post-workout-recovery 3ms
16:14:48 [404] /api/placeholder/800/400 0ms
16:14:48 [404] /api/placeholder/800/400 0ms
16:14:49 [404] /api/placeholder/800/400 0ms
16:14:49 [404] /api/placeholder/800/400 0ms
16:14:49 [404] /api/placeholder/800/400 0ms
16:14:49 [404] /api/placeholder/800/400 0ms
16:14:49 [404] /api/placeholder/800/400 0ms
16:14:49 [404] /api/placeholder/800/400 0ms
16:15:41 [200] /blog/menstrual-cycle-symptoms 3ms
16:16:26 [200] /blog/menstrual-cycle-symptoms 5ms
16:16:26 [404] /api/placeholder/800/400 0ms
16:16:26 [404] /api/placeholder/800/400 0ms
16:16:27 [404] /api/placeholder/800/400 0ms
16:16:27 [404] /api/placeholder/800/400 0ms
16:16:27 [404] /api/placeholder/800/400 0ms
16:16:27 [404] /api/placeholder/800/400 0ms
16:16:27 [404] /api/placeholder/800/400 0ms
16:16:27 [404] /api/placeholder/800/400 0ms
16:16:27 [200] /blog/menstrual-cycle-symptoms 4ms
16:16:27 [404] /api/placeholder/800/400 0ms
16:16:27 [404] /api/placeholder/800/400 0ms
16:16:28 [200] /blog/menstrual-cycle-symptoms 3ms
16:16:28 [404] /api/placeholder/800/400 0ms
16:16:28 [404] /api/placeholder/800/400 0ms
16:16:29 [200] /blog/menstrual-cycle-symptoms 3ms
16:16:29 [404] /api/placeholder/800/400 0ms
16:16:29 [404] /api/placeholder/800/400 0ms
16:16:29 [200] /blog/menstrual-cycle-symptoms 3ms
16:16:29 [404] /api/placeholder/800/400 0ms
16:16:29 [404] /api/placeholder/800/400 0ms
16:16:29 [200] /blog/menstrual-cycle-symptoms 3ms
16:16:29 [404] /api/placeholder/800/400 0ms
16:16:29 [404] /api/placeholder/800/400 0ms
16:16:30 [200] /blog/menstrual-cycle-symptoms 2ms
16:16:30 [404] /api/placeholder/800/400 0ms
16:16:30 [404] /api/placeholder/800/400 0ms
16:16:30 [200] /blog/menstrual-cycle-symptoms 3ms
16:16:30 [404] /api/placeholder/800/400 0ms
16:16:30 [404] /api/placeholder/800/400 0ms
16:16:30 [200] /blog/menstrual-cycle-symptoms 3ms
16:16:30 [404] /api/placeholder/800/400 0ms
16:16:30 [404] /api/placeholder/800/400 0ms
16:16:30 [200] /blog/menstrual-cycle-symptoms 3ms
16:16:31 [404] /api/placeholder/800/400 0ms
16:16:31 [404] /api/placeholder/800/400 0ms
16:16:31 [200] /blog/menstrual-cycle-symptoms 3ms
16:16:31 [404] /api/placeholder/800/400 0ms
16:16:31 [404] /api/placeholder/800/400 0ms
16:16:31 [200] /blog/menstrual-cycle-symptoms 3ms
16:16:31 [404] /api/placeholder/800/400 0ms
16:16:31 [404] /api/placeholder/800/400 0ms
16:16:31 [200] /blog/menstrual-cycle-symptoms 3ms
16:16:31 [404] /api/placeholder/800/400 0ms
16:16:31 [404] /api/placeholder/800/400 0ms
16:16:32 [200] /blog/menstrual-cycle-symptoms 3ms
16:16:32 [404] /api/placeholder/800/400 0ms
16:16:32 [404] /api/placeholder/800/400 0ms
16:16:32 [200] /blog/menstrual-cycle-symptoms 3ms
16:16:32 [404] /api/placeholder/800/400 0ms
16:16:32 [404] /api/placeholder/800/400 0ms
16:16:33 [200] /blog/menstrual-cycle-symptoms 3ms
16:16:33 [404] /api/placeholder/800/400 0ms
16:16:33 [404] /api/placeholder/800/400 0ms
16:16:33 [200] /blog/menstrual-cycle-symptoms 2ms
16:16:33 [404] /api/placeholder/800/400 0ms
16:16:33 [404] /api/placeholder/800/400 0ms
16:16:33 [200] /blog/menstrual-cycle-symptoms 2ms
16:16:33 [404] /api/placeholder/800/400 0ms
16:16:33 [404] /api/placeholder/800/400 0ms
16:16:34 [200] /blog/menstrual-cycle-symptoms 2ms
16:16:34 [404] /api/placeholder/800/400 0ms
16:16:34 [404] /api/placeholder/800/400 0ms
16:16:34 [200] /blog/menstrual-cycle-symptoms 2ms
16:16:34 [404] /api/placeholder/800/400 0ms
16:16:34 [404] /api/placeholder/800/400 0ms
16:16:35 [200] /blog/menstrual-cycle-symptoms 2ms
16:16:35 [404] /api/placeholder/800/400 0ms
16:16:35 [404] /api/placeholder/800/400 0ms
16:16:35 [200] /blog/menstrual-cycle-symptoms 2ms
16:16:35 [404] /api/placeholder/800/400 0ms
16:16:35 [404] /api/placeholder/800/400 0ms
16:16:35 [200] /blog/menstrual-cycle-symptoms 2ms
16:16:35 [404] /api/placeholder/800/400 0ms
16:16:35 [404] /api/placeholder/800/400 0ms
16:16:37 [200] /blog/menstrual-cycle-symptoms 2ms
16:16:37 [404] /api/placeholder/800/400 0ms
16:16:37 [404] /api/placeholder/800/400 0ms
16:16:37 [200] /blog/menstrual-cycle-symptoms 2ms
16:16:37 [404] /api/placeholder/800/400 0ms
16:16:38 [404] /api/placeholder/800/400 0ms
16:16:38 [200] /blog/menstrual-cycle-symptoms 2ms
16:16:38 [404] /api/placeholder/800/400 0ms
16:16:38 [404] /api/placeholder/800/400 0ms
16:16:38 [200] /blog/menstrual-cycle-symptoms 2ms
16:16:38 [404] /api/placeholder/800/400 0ms
16:16:38 [404] /api/placeholder/800/400 0ms
16:16:38 [200] /blog/menstrual-cycle-symptoms 3ms
16:16:38 [404] /api/placeholder/800/400 0ms
16:16:38 [404] /api/placeholder/800/400 0ms
16:16:39 [200] /blog/menstrual-cycle-symptoms 2ms
16:16:39 [404] /api/placeholder/800/400 0ms
16:16:39 [404] /api/placeholder/800/400 0ms
16:16:39 [200] /blog/menstrual-cycle-symptoms 2ms
16:16:39 [404] /api/placeholder/800/400 0ms
16:16:39 [404] /api/placeholder/800/400 0ms
16:16:39 [200] /blog/menstrual-cycle-symptoms 3ms
16:16:39 [404] /api/placeholder/800/400 0ms
16:16:39 [404] /api/placeholder/800/400 0ms
16:16:39 [200] /blog/menstrual-cycle-symptoms 2ms
16:16:39 [404] /api/placeholder/800/400 0ms
16:16:39 [404] /api/placeholder/800/400 0ms
16:16:39 [200] /blog/menstrual-cycle-symptoms 2ms
16:16:40 [404] /api/placeholder/800/400 0ms
16:16:40 [404] /api/placeholder/800/400 0ms
16:16:40 [200] /blog/menstrual-cycle-symptoms 2ms
16:16:40 [404] /api/placeholder/800/400 0ms
16:16:40 [404] /api/placeholder/800/400 0ms
16:16:40 [200] /blog/menstrual-cycle-symptoms 2ms
16:16:40 [404] /api/placeholder/800/400 0ms
16:16:40 [404] /api/placeholder/800/400 0ms
16:16:41 [200] /blog/menstrual-cycle-symptoms 2ms
16:16:41 [404] /api/placeholder/800/400 0ms
16:16:41 [404] /api/placeholder/800/400 0ms
16:16:41 [200] /blog/menstrual-cycle-symptoms 2ms
16:16:41 [404] /api/placeholder/800/400 0ms
16:16:41 [404] /api/placeholder/800/400 0ms
16:16:42 [200] /blog/menstrual-cycle-symptoms 2ms
16:16:42 [404] /api/placeholder/800/400 0ms
16:16:42 [404] /api/placeholder/800/400 0ms
16:16:42 [200] /blog/menstrual-cycle-symptoms 3ms
16:16:42 [404] /api/placeholder/800/400 0ms
16:16:42 [404] /api/placeholder/800/400 0ms
16:16:42 [200] /blog/menstrual-cycle-symptoms 2ms
16:16:42 [404] /api/placeholder/800/400 0ms
16:16:42 [404] /api/placeholder/800/400 0ms
16:16:43 [200] /blog/menstrual-cycle-symptoms 2ms
16:16:43 [404] /api/placeholder/800/400 0ms
16:16:43 [404] /api/placeholder/800/400 0ms
16:16:43 [200] /blog/menstrual-cycle-symptoms 2ms
16:16:43 [404] /api/placeholder/800/400 0ms
16:16:43 [404] /api/placeholder/800/400 0ms
16:16:44 [200] /blog/menstrual-cycle-symptoms 2ms
16:16:44 [404] /api/placeholder/800/400 0ms
16:16:44 [404] /api/placeholder/800/400 0ms
16:16:44 [200] /blog/menstrual-cycle-symptoms 2ms
16:16:44 [404] /api/placeholder/800/400 0ms
16:16:44 [404] /api/placeholder/800/400 0ms
16:16:44 [200] /blog/menstrual-cycle-symptoms 2ms
16:16:44 [404] /api/placeholder/800/400 0ms
16:16:44 [404] /api/placeholder/800/400 0ms
16:16:45 [200] /blog/menstrual-cycle-symptoms 2ms
16:16:45 [404] /api/placeholder/800/400 0ms
16:16:45 [404] /api/placeholder/800/400 0ms
16:16:45 [200] /blog/menstrual-cycle-symptoms 2ms
16:16:45 [404] /api/placeholder/800/400 0ms
16:16:45 [404] /api/placeholder/800/400 0ms
16:16:45 [200] /blog/menstrual-cycle-symptoms 2ms
16:16:45 [404] /api/placeholder/800/400 0ms
16:16:45 [404] /api/placeholder/800/400 0ms
16:16:45 [200] /blog/menstrual-cycle-symptoms 2ms
16:16:45 [404] /api/placeholder/800/400 0ms
16:16:45 [404] /api/placeholder/800/400 0ms
16:16:46 [200] /blog/menstrual-cycle-symptoms 3ms
16:16:46 [404] /api/placeholder/800/400 0ms
16:16:46 [404] /api/placeholder/800/400 0ms
16:16:46 [200] /blog/menstrual-cycle-symptoms 2ms
16:16:46 [404] /api/placeholder/800/400 0ms
16:16:46 [404] /api/placeholder/800/400 0ms
16:16:46 [200] /blog/menstrual-cycle-symptoms 2ms
16:16:46 [404] /api/placeholder/800/400 0ms
16:16:47 [404] /api/placeholder/800/400 0ms
16:16:48 [200] /blog/menstrual-cycle-symptoms 2ms
16:16:48 [404] /api/placeholder/800/400 0ms
16:16:48 [404] /api/placeholder/800/400 0ms
16:16:49 [200] /blog/menstrual-cycle-symptoms 2ms
16:16:49 [404] /api/placeholder/800/400 0ms
16:16:49 [404] /api/placeholder/800/400 0ms
16:16:49 [200] /blog/menstrual-cycle-symptoms 2ms
16:16:49 [404] /api/placeholder/800/400 0ms
16:16:49 [404] /api/placeholder/800/400 0ms
16:16:50 [200] /blog/menstrual-cycle-symptoms 3ms
16:16:50 [404] /api/placeholder/800/400 0ms
16:16:50 [404] /api/placeholder/800/400 0ms
16:16:50 [200] /blog/menstrual-cycle-symptoms 3ms
16:16:50 [404] /api/placeholder/800/400 0ms
16:16:50 [404] /api/placeholder/800/400 0ms
16:16:50 [200] /blog/menstrual-cycle-symptoms 3ms
16:16:50 [404] /api/placeholder/800/400 0ms
16:16:50 [404] /api/placeholder/800/400 0ms
16:16:51 [200] /blog/menstrual-cycle-symptoms 2ms
16:16:51 [404] /api/placeholder/800/400 0ms
16:16:51 [404] /api/placeholder/800/400 0ms
16:16:51 [200] /blog/menstrual-cycle-symptoms 3ms
16:16:51 [404] /api/placeholder/800/400 0ms
16:16:51 [404] /api/placeholder/800/400 0ms
16:16:51 [200] /blog/menstrual-cycle-symptoms 2ms
16:16:51 [404] /api/placeholder/800/400 0ms
16:16:51 [404] /api/placeholder/800/400 0ms
16:16:51 [200] /blog/menstrual-cycle-symptoms 2ms
16:16:51 [404] /api/placeholder/800/400 0ms
16:16:51 [404] /api/placeholder/800/400 0ms
16:16:51 [200] /blog/menstrual-cycle-symptoms 2ms
16:16:51 [404] /api/placeholder/800/400 0ms
16:16:52 [404] /api/placeholder/800/400 0ms
16:16:52 [200] /blog/menstrual-cycle-symptoms 2ms
16:16:52 [404] /api/placeholder/800/400 0ms
16:16:52 [404] /api/placeholder/800/400 0ms
16:16:52 [200] /blog/menstrual-cycle-symptoms 2ms
16:16:52 [404] /api/placeholder/800/400 0ms
16:16:52 [404] /api/placeholder/800/400 0ms
16:16:55 [200] /blog/menstrual-cycle-symptoms 2ms
16:16:55 [404] /api/placeholder/800/400 0ms
16:16:55 [404] /api/placeholder/800/400 0ms
16:16:55 [200] /blog/menstrual-cycle-symptoms 2ms
16:16:55 [404] /api/placeholder/800/400 0ms
16:16:55 [404] /api/placeholder/800/400 0ms
16:16:55 [200] /blog/menstrual-cycle-symptoms 2ms
16:16:55 [404] /api/placeholder/800/400 0ms
16:16:55 [404] /api/placeholder/800/400 0ms
16:16:55 [200] /blog/menstrual-cycle-symptoms 2ms
16:16:55 [404] /api/placeholder/800/400 0ms
16:16:55 [404] /api/placeholder/800/400 0ms
16:16:56 [200] /blog/menstrual-cycle-symptoms 2ms
16:16:56 [404] /api/placeholder/800/400 0ms
16:16:56 [404] /api/placeholder/800/400 0ms
16:16:56 [200] /blog/menstrual-cycle-symptoms 2ms
16:16:56 [404] /api/placeholder/800/400 0ms
16:16:56 [404] /api/placeholder/800/400 0ms
16:16:56 [200] /blog/menstrual-cycle-symptoms 2ms
16:16:56 [404] /api/placeholder/800/400 0ms
16:16:56 [404] /api/placeholder/800/400 0ms
16:16:56 [200] /blog/menstrual-cycle-symptoms 2ms
16:16:56 [404] /api/placeholder/800/400 0ms
16:16:56 [404] /api/placeholder/800/400 0ms
16:16:58 [200] /blog/menstrual-cycle-symptoms 2ms
16:16:58 [404] /api/placeholder/800/400 0ms
16:16:58 [404] /api/placeholder/800/400 0ms
16:16:58 [200] /blog/menstrual-cycle-symptoms 2ms
16:16:58 [404] /api/placeholder/800/400 0ms
16:16:58 [404] /api/placeholder/800/400 0ms
16:16:58 [200] /blog/menstrual-cycle-symptoms 2ms
16:16:58 [404] /api/placeholder/800/400 0ms
16:16:58 [404] /api/placeholder/800/400 0ms
16:16:59 [200] /blog/menstrual-cycle-symptoms 2ms
16:16:59 [404] /api/placeholder/800/400 0ms
16:16:59 [404] /api/placeholder/800/400 0ms
16:16:59 [200] /blog/menstrual-cycle-symptoms 2ms
16:16:59 [404] /api/placeholder/800/400 0ms
16:16:59 [404] /api/placeholder/800/400 0ms
16:17:01 [200] /blog 3ms
16:17:01 [404] /api/placeholder/800/400 0ms
16:17:01 [404] /api/placeholder/800/400 0ms
16:17:01 [404] /api/placeholder/800/400 0ms
16:17:01 [404] /api/placeholder/800/400 0ms
16:17:01 [404] /api/placeholder/800/400 0ms
16:17:01 [404] /api/placeholder/800/400 0ms
16:17:01 [404] /api/placeholder/800/400 0ms
16:17:05 [200] /blog/how-to-start-safely 2ms
16:17:05 [404] /api/placeholder/800/400 0ms
16:17:05 [404] /api/placeholder/800/400 0ms
16:17:12 [404] /api/placeholder/800/400 0ms
16:17:12 [404] /api/placeholder/800/400 0ms
16:17:12 [404] /api/placeholder/800/400 0ms
16:17:12 [404] /api/placeholder/800/400 0ms
16:17:12 [404] /api/placeholder/800/400 0ms
16:17:12 [404] /api/placeholder/800/400 0ms
16:17:13 [404] /api/placeholder/800/400 0ms
16:18:10 [200] /blog 5ms
16:18:10 [404] /api/placeholder/800/400 0ms
16:18:10 [404] /api/placeholder/800/400 0ms
16:18:10 [404] /api/placeholder/800/400 0ms
16:18:10 [404] /api/placeholder/800/400 0ms
16:18:10 [404] /api/placeholder/800/400 0ms
16:18:10 [404] /api/placeholder/800/400 0ms
16:18:10 [404] /api/placeholder/800/400 0ms
16:18:12 [200] /blog/menstrual-cycle-symptoms 4ms
16:18:12 [404] /api/placeholder/800/400 0ms
16:18:12 [404] /api/placeholder/800/400 0ms
16:18:15 [404] /api/placeholder/800/400 0ms
16:18:15 [404] /api/placeholder/800/400 0ms
16:18:15 [404] /api/placeholder/800/400 0ms
16:18:15 [404] /api/placeholder/800/400 0ms
16:18:15 [404] /api/placeholder/800/400 0ms
16:18:15 [404] /api/placeholder/800/400 0ms
16:18:15 [200] /blog/how-to-start-safely 4ms
16:18:15 [404] /api/placeholder/800/400 0ms
16:18:16 [404] /api/placeholder/800/400 0ms
16:18:16 [404] /api/placeholder/800/400 0ms
16:18:16 [404] /api/placeholder/800/400 0ms
16:18:16 [404] /api/placeholder/800/400 0ms
16:18:16 [404] /api/placeholder/800/400 0ms
16:18:16 [404] /api/placeholder/800/400 0ms
16:18:16 [404] /api/placeholder/800/400 0ms
16:18:17 [200] /blog/post-workout-recovery 3ms
16:18:17 [404] /api/placeholder/800/400 0ms
16:18:17 [404] /api/placeholder/800/400 0ms
16:18:19 [404] /api/placeholder/800/400 0ms
16:18:19 [404] /api/placeholder/800/400 0ms
16:18:19 [404] /api/placeholder/800/400 0ms
16:18:19 [404] /api/placeholder/800/400 0ms
16:18:19 [404] /api/placeholder/800/400 0ms
16:18:19 [404] /api/placeholder/800/400 0ms
16:18:21 [200] /blog/menstrual-cycle-symptoms 3ms
16:18:21 [404] /api/placeholder/800/400 0ms
16:18:21 [404] /api/placeholder/800/400 0ms
16:18:22 [404] /api/placeholder/800/400 0ms
16:18:22 [404] /api/placeholder/800/400 0ms
16:18:22 [404] /api/placeholder/800/400 0ms
16:18:22 [404] /api/placeholder/800/400 0ms
16:18:22 [404] /api/placeholder/800/400 0ms
16:18:22 [404] /api/placeholder/800/400 0ms
16:18:23 [200] /blog/how-to-start-safely 3ms
16:18:23 [404] /api/placeholder/800/400 0ms
16:18:23 [404] /api/placeholder/800/400 0ms
16:18:25 [404] /api/placeholder/800/400 0ms
16:18:25 [404] /api/placeholder/800/400 0ms
16:18:25 [404] /api/placeholder/800/400 0ms
16:18:25 [404] /api/placeholder/800/400 0ms
16:18:25 [404] /api/placeholder/800/400 1ms
16:18:25 [404] /api/placeholder/800/400 0ms
16:18:26 [200] /blog/post-workout-recovery 3ms
16:18:26 [404] /api/placeholder/800/400 0ms
16:18:27 [404] /api/placeholder/800/400 0ms
16:18:30 [404] /api/placeholder/800/400 0ms
16:18:30 [404] /api/placeholder/800/400 0ms
16:18:30 [404] /api/placeholder/800/400 1ms
16:18:30 [404] /api/placeholder/800/400 0ms
16:18:30 [404] /api/placeholder/800/400 0ms
16:18:30 [404] /api/placeholder/800/400 0ms
16:18:50 Configuration file updated. Restarting...
16:18:50 [watch] astro.config.mjs
4:18:50 PM [vite] Error when evaluating SSR module /mnt/c/Cold/womens-cold-plunge/astro.config.mjs: failed to import "@astrojs/tailwind"
|- Error: Cannot find module '@astrojs/tailwind' imported from '/mnt/c/Cold/womens-cold-plunge/astro.config.mjs'
    at nodeImport (file:///mnt/c/Cold/womens-cold-plunge/node_modules/astro/node_modules/vite/dist/node/chunks/dep-D_zLpgQd.js:53095:19)
    at ssrImport (file:///mnt/c/Cold/womens-cold-plunge/node_modules/astro/node_modules/vite/dist/node/chunks/dep-D_zLpgQd.js:52962:22)
    at eval (/mnt/c/Cold/womens-cold-plunge/astro.config.mjs:4:37)
    at async instantiateModule (file:///mnt/c/Cold/womens-cold-plunge/node_modules/astro/node_modules/vite/dist/node/chunks/dep-D_zLpgQd.js:53020:5)

[astro] Unable to load your Astro config

16:18:50 [ERROR] [config] Cannot find module '@astrojs/tailwind' imported from '/mnt/c/Cold/womens-cold-plunge/astro.config.mjs'
  Stack trace:
    at /mnt/c/Cold/womens-cold-plunge/node_modules/astro/node_modules/vite/dist/node/chunks/dep-D_zLpgQd.js:53095:19
    [...] See full stack trace in the browser, or rerun with --verbose.

16:18:50 [ERROR] Continuing with previous valid configuration

16:18:51 [404] /api/placeholder/800/400 0ms
